Date,Sport,Google_Trends_Popularity,YouTube_Views_Score,Major_Event
10/1/2008,Table Tennis,19,24,0
11/1/2008,Table Tennis,21,20,0
12/1/2008,Table Tennis,19,20,0
1/1/2009,Table Tennis,20,18,0
2/1/2009,Table Tennis,19,17,0
3/1/2009,Table Tennis,18,21,0
4/1/2009,Table Tennis,19,18,0
5/1/2009,Table Tennis,24,16,0
6/1/2009,Table Tennis,19,16,0
7/1/2009,Table Tennis,17,16,0
8/1/2009,Table Tennis,17,17,0
9/1/2009,Table Tennis,20,18,0
10/1/2009,Table Tennis,19,16,0
11/1/2009,Table Tennis,19,16,0
12/1/2009,Table Tennis,19,15,0
1/1/2010,Table Tennis,19,16,0
2/1/2010,Table Tennis,18,16,0
3/1/2010,Table Tennis,18,13,0
4/1/2010,Table Tennis,16,13,0
5/1/2010,Table Tennis,25,14,0
6/1/2010,Table Tennis,18,13,0
7/1/2010,Table Tennis,15,11,0
8/1/2010,Table Tennis,15,15,0
9/1/2010,Table Tennis,18,16,0
10/1/2010,Table Tennis,17,18,0
11/1/2010,Table Tennis,20,18,0
12/1/2010,Table Tennis,16,15,0
1/1/2011,Table Tennis,18,15,0
2/1/2011,Table Tennis,15,13,0
3/1/2011,Table Tennis,16,12,0
4/1/2011,Table Tennis,16,12,0
5/1/2011,Table Tennis,21,14,0
6/1/2011,Table Tennis,17,13,0
7/1/2011,Table Tennis,15,13,0
8/1/2011,Table Tennis,14,13,0
9/1/2011,Table Tennis,17,13,0
10/1/2011,Table Tennis,17,14,0
11/1/2011,Table Tennis,18,15,0
12/1/2011,Table Tennis,17,13,0
1/1/2012,Table Tennis,18,12,0
2/1/2012,Table Tennis,16,15,0
3/1/2012,Table Tennis,21,13,0
4/1/2012,Table Tennis,17,13,0
5/1/2012,Table Tennis,17,12,0
6/1/2012,Table Tennis,16,12,0
7/1/2012,Table Tennis,30,32,0
8/1/2012,Table Tennis,57,61,1
9/1/2012,Table Tennis,19,26,0
10/1/2012,Table Tennis,17,16,0
11/1/2012,Table Tennis,17,13,0
12/1/2012,Table Tennis,15,13,0
1/1/2013,Table Tennis,17,13,0
2/1/2013,Table Tennis,15,14,0
3/1/2013,Table Tennis,17,13,0
4/1/2013,Table Tennis,15,12,0
5/1/2013,Table Tennis,20,13,0
6/1/2013,Table Tennis,16,12,0
7/1/2013,Table Tennis,14,14,0
8/1/2013,Table Tennis,15,13,0
9/1/2013,Table Tennis,16,13,0
10/1/2013,Table Tennis,16,13,0
11/1/2013,Table Tennis,15,13,0
12/1/2013,Table Tennis,16,13,0
1/1/2014,Table Tennis,17,15,0
2/1/2014,Table Tennis,15,15,0
3/1/2014,Table Tennis,17,16,0
4/1/2014,Table Tennis,18,14,0
5/1/2014,Table Tennis,26,14,0
6/1/2014,Table Tennis,16,14,0
7/1/2014,Table Tennis,14,16,0
8/1/2014,Table Tennis,16,20,0
9/1/2014,Table Tennis,20,18,0
10/1/2014,Table Tennis,17,21,0
11/1/2014,Table Tennis,16,15,0
12/1/2014,Table Tennis,16,14,0
1/1/2015,Table Tennis,16,13,0
2/1/2015,Table Tennis,15,14,0
3/1/2015,Table Tennis,16,13,0
4/1/2015,Table Tennis,17,12,0
5/1/2015,Table Tennis,19,11,0
6/1/2015,Table Tennis,17,14,0
7/1/2015,Table Tennis,15,12,0
8/1/2015,Table Tennis,16,13,0
9/1/2015,Table Tennis,18,15,0
10/1/2015,Table Tennis,16,14,0
11/1/2015,Table Tennis,17,13,0
12/1/2015,Table Tennis,17,12,0
1/1/2016,Table Tennis,17,12,0
2/1/2016,Table Tennis,18,13,0
3/1/2016,Table Tennis,28,12,0
4/1/2016,Table Tennis,17,12,0
5/1/2016,Table Tennis,17,11,0
6/1/2016,Table Tennis,17,10,0
7/1/2016,Table Tennis,15,12,0
8/1/2016,Table Tennis,98,41,1
9/1/2016,Table Tennis,23,22,0
10/1/2016,Table Tennis,19,14,0
11/1/2016,Table Tennis,18,13,0
12/1/2016,Table Tennis,18,11,0
1/1/2017,Table Tennis,21,12,0
2/1/2017,Table Tennis,18,13,0
3/1/2017,Table Tennis,18,13,0
4/1/2017,Table Tennis,20,12,0
5/1/2017,Table Tennis,20,11,0
6/1/2017,Table Tennis,35,10,0
7/1/2017,Table Tennis,18,12,0
8/1/2017,Table Tennis,19,8,0
9/1/2017,Table Tennis,20,8,0
10/1/2017,Table Tennis,20,7,0
11/1/2017,Table Tennis,20,7,0
12/1/2017,Table Tennis,18,7,0
1/1/2018,Table Tennis,23,6,0
2/1/2018,Table Tennis,20,7,0
3/1/2018,Table Tennis,19,6,0
4/1/2018,Table Tennis,21,8,0
5/1/2018,Table Tennis,31,6,0
6/1/2018,Table Tennis,17,6,0
7/1/2018,Table Tennis,16,6,0
8/1/2018,Table Tennis,19,8,0
9/1/2018,Table Tennis,19,9,0
10/1/2018,Table Tennis,20,7,0
11/1/2018,Table Tennis,19,6,0
12/1/2018,Table Tennis,18,5,0
1/1/2019,Table Tennis,20,5,0
2/1/2019,Table Tennis,17,5,0
3/1/2019,Table Tennis,22,5,0
4/1/2019,Table Tennis,25,5,0
5/1/2019,Table Tennis,19,5,0
6/1/2019,Table Tennis,21,5,0
7/1/2019,Table Tennis,19,6,0
8/1/2019,Table Tennis,21,6,0
9/1/2019,Table Tennis,21,8,0
10/1/2019,Table Tennis,18,7,0
11/1/2019,Table Tennis,26,7,0
12/1/2019,Table Tennis,26,9,0
1/1/2020,Table Tennis,23,6,0
2/1/2020,Table Tennis,20,6,0
3/1/2020,Table Tennis,21,5,0
4/1/2020,Table Tennis,20,4,0
5/1/2020,Table Tennis,17,3,0
6/1/2020,Table Tennis,18,3,0
7/1/2020,Table Tennis,15,3,0
8/1/2020,Table Tennis,19,3,1
9/1/2020,Table Tennis,27,4,0
10/1/2020,Table Tennis,21,3,0
11/1/2020,Table Tennis,19,3,0
12/1/2020,Table Tennis,23,3,0
1/1/2021,Table Tennis,21,3,0
2/1/2021,Table Tennis,18,4,0
3/1/2021,Table Tennis,21,4,0
4/1/2021,Table Tennis,17,3,0
5/1/2021,Table Tennis,16,3,0
6/1/2021,Table Tennis,19,3,0
7/1/2021,Table Tennis,88,12,1
8/1/2021,Table Tennis,88,11,0
9/1/2021,Table Tennis,26,5,0
10/1/2021,Table Tennis,22,4,0
11/1/2021,Table Tennis,25,5,0
12/1/2021,Table Tennis,21,5,0
1/1/2022,Table Tennis,20,4,0
2/1/2022,Table Tennis,18,4,0
3/1/2022,Table Tennis,24,5,0
4/1/2022,Table Tennis,19,4,0
5/1/2022,Table Tennis,19,4,0
6/1/2022,Table Tennis,19,4,0
7/1/2022,Table Tennis,18,5,0
8/1/2022,Table Tennis,24,9,0
9/1/2022,Table Tennis,22,6,0
10/1/2022,Table Tennis,28,5,0
11/1/2022,Table Tennis,22,5,0
12/1/2022,Table Tennis,19,4,0
1/1/2023,Table Tennis,20,4,0
2/1/2023,Table Tennis,18,5,0
3/1/2023,Table Tennis,20,5,0
4/1/2023,Table Tennis,19,5,0
5/1/2023,Table Tennis,26,5,0
6/1/2023,Table Tennis,19,4,0
7/1/2023,Table Tennis,17,5,0
8/1/2023,Table Tennis,17,5,0
9/1/2023,Table Tennis,27,7,0
10/1/2023,Table Tennis,25,7,0
11/1/2023,Table Tennis,20,5,0
12/1/2023,Table Tennis,20,5,0
1/1/2024,Table Tennis,20,4,0
2/1/2024,Table Tennis,30,7,0
3/1/2024,Table Tennis,18,6,0
4/1/2024,Table Tennis,16,5,0
5/1/2024,Table Tennis,17,5,0
6/1/2024,Table Tennis,17,5,0
7/1/2024,Table Tennis,42,10,0
8/1/2024,Table Tennis,100,15,1
9/1/2024,Table Tennis,21,7,0
10/1/2024,Table Tennis,22,9,0
11/1/2024,Table Tennis,19,7,0
12/1/2024,Table Tennis,17,5,0
1/1/2025,Table Tennis,16,5,0
2/1/2025,Table Tennis,17,5,0
3/1/2025,Table Tennis,17,6,0
4/1/2025,Table Tennis,19,6,0
1/1/2004,Volleyball,21,0,0
2/1/2004,Volleyball,18,0,0
3/1/2004,Volleyball,21,0,0
4/1/2004,Volleyball,21,0,0
5/1/2004,Volleyball,30,0,0
6/1/2004,Volleyball,23,0,0
7/1/2004,Volleyball,21,0,0
8/1/2004,Volleyball,43,0,1
9/1/2004,Volleyball,29,0,0
10/1/2004,Volleyball,24,0,0
11/1/2004,Volleyball,25,0,0
12/1/2004,Volleyball,18,0,0
1/1/2005,Volleyball,18,0,0
2/1/2005,Volleyball,19,0,0
3/1/2005,Volleyball,20,0,0
4/1/2005,Volleyball,21,0,0
5/1/2005,Volleyball,22,0,0
6/1/2005,Volleyball,24,0,0
7/1/2005,Volleyball,24,0,0
8/1/2005,Volleyball,20,0,0
9/1/2005,Volleyball,26,0,0
10/1/2005,Volleyball,23,0,0
11/1/2005,Volleyball,26,0,0
12/1/2005,Volleyball,19,0,0
1/1/2006,Volleyball,17,0,0
2/1/2006,Volleyball,17,0,0
3/1/2006,Volleyball,19,0,0
4/1/2006,Volleyball,18,0,0
5/1/2006,Volleyball,21,0,0
6/1/2006,Volleyball,18,0,0
7/1/2006,Volleyball,17,0,0
8/1/2006,Volleyball,23,0,0
9/1/2006,Volleyball,23,0,0
10/1/2006,Volleyball,23,0,0
11/1/2006,Volleyball,36,0,1
12/1/2006,Volleyball,21,0,0
1/1/2007,Volleyball,18,0,0
2/1/2007,Volleyball,18,0,0
3/1/2007,Volleyball,19,0,0
4/1/2007,Volleyball,18,0,0
5/1/2007,Volleyball,20,0,0
6/1/2007,Volleyball,20,0,0
7/1/2007,Volleyball,20,0,0
8/1/2007,Volleyball,21,0,0
9/1/2007,Volleyball,25,0,0
10/1/2007,Volleyball,21,0,0
11/1/2007,Volleyball,27,0,0
12/1/2007,Volleyball,18,0,0
1/1/2008,Volleyball,19,34,0
2/1/2008,Volleyball,16,32,0
3/1/2008,Volleyball,17,30,0
4/1/2008,Volleyball,18,30,0
5/1/2008,Volleyball,20,33,0
6/1/2008,Volleyball,21,43,0
7/1/2008,Volleyball,17,35,0
8/1/2008,Volleyball,37,75,1
9/1/2008,Volleyball,20,29,0
10/1/2008,Volleyball,19,27,0
11/1/2008,Volleyball,20,24,0
12/1/2008,Volleyball,17,24,0
1/1/2009,Volleyball,16,23,0
2/1/2009,Volleyball,16,25,0
3/1/2009,Volleyball,18,28,0
4/1/2009,Volleyball,16,25,0
5/1/2009,Volleyball,17,27,0
6/1/2009,Volleyball,18,26,0
7/1/2009,Volleyball,17,31,0
8/1/2009,Volleyball,19,36,0
9/1/2009,Volleyball,24,36,0
10/1/2009,Volleyball,21,34,0
11/1/2009,Volleyball,23,35,0
12/1/2009,Volleyball,17,27,0
1/1/2010,Volleyball,15,24,0
2/1/2010,Volleyball,15,27,0
3/1/2010,Volleyball,16,27,0
4/1/2010,Volleyball,17,27,0
5/1/2010,Volleyball,16,27,0
6/1/2010,Volleyball,18,25,0
7/1/2010,Volleyball,14,23,0
8/1/2010,Volleyball,17,29,0
9/1/2010,Volleyball,20,32,0
10/1/2010,Volleyball,23,35,1
11/1/2010,Volleyball,26,43,0
12/1/2010,Volleyball,16,25,0
1/1/2011,Volleyball,15,25,0
2/1/2011,Volleyball,15,26,0
3/1/2011,Volleyball,15,25,0
4/1/2011,Volleyball,16,26,0
5/1/2011,Volleyball,16,25,0
6/1/2011,Volleyball,17,29,0
7/1/2011,Volleyball,16,30,0
8/1/2011,Volleyball,17,34,0
9/1/2011,Volleyball,22,36,0
10/1/2011,Volleyball,22,36,0
11/1/2011,Volleyball,31,44,0
12/1/2011,Volleyball,18,31,0
1/1/2012,Volleyball,15,26,0
2/1/2012,Volleyball,15,27,0
3/1/2012,Volleyball,16,29,0
4/1/2012,Volleyball,17,30,0
5/1/2012,Volleyball,21,32,0
6/1/2012,Volleyball,23,35,0
7/1/2012,Volleyball,26,43,0
8/1/2012,Volleyball,49,72,1
9/1/2012,Volleyball,20,35,0
10/1/2012,Volleyball,19,29,0
11/1/2012,Volleyball,19,29,0
12/1/2012,Volleyball,14,27,0
1/1/2013,Volleyball,15,27,0
2/1/2013,Volleyball,15,29,0
3/1/2013,Volleyball,16,32,0
4/1/2013,Volleyball,15,30,0
5/1/2013,Volleyball,16,29,0
6/1/2013,Volleyball,17,32,0
7/1/2013,Volleyball,18,32,0
8/1/2013,Volleyball,18,37,0
9/1/2013,Volleyball,32,59,0
10/1/2013,Volleyball,19,38,0
11/1/2013,Volleyball,24,40,0
12/1/2013,Volleyball,16,32,0
1/1/2014,Volleyball,15,30,0
2/1/2014,Volleyball,14,29,0
3/1/2014,Volleyball,15,37,0
4/1/2014,Volleyball,16,33,0
5/1/2014,Volleyball,16,31,0
6/1/2014,Volleyball,17,30,0
7/1/2014,Volleyball,17,30,0
8/1/2014,Volleyball,26,46,0
9/1/2014,Volleyball,47,60,1
10/1/2014,Volleyball,27,46,0
11/1/2014,Volleyball,20,37,0
12/1/2014,Volleyball,15,30,0
1/1/2015,Volleyball,15,32,0
2/1/2015,Volleyball,15,31,0
3/1/2015,Volleyball,15,34,0
4/1/2015,Volleyball,16,33,0
5/1/2015,Volleyball,20,42,0
6/1/2015,Volleyball,22,50,0
7/1/2015,Volleyball,25,46,0
8/1/2015,Volleyball,22,41,0
9/1/2015,Volleyball,34,48,0
10/1/2015,Volleyball,23,40,0
11/1/2015,Volleyball,20,35,0
12/1/2015,Volleyball,16,30,0
1/1/2016,Volleyball,19,35,0
2/1/2016,Volleyball,16,37,0
3/1/2016,Volleyball,17,44,0
4/1/2016,Volleyball,17,48,0
5/1/2016,Volleyball,32,58,0
6/1/2016,Volleyball,27,51,0
7/1/2016,Volleyball,20,46,0
8/1/2016,Volleyball,79,97,1
9/1/2016,Volleyball,22,46,0
10/1/2016,Volleyball,19,39,0
11/1/2016,Volleyball,21,38,0
12/1/2016,Volleyball,17,34,0
1/1/2017,Volleyball,16,0,0
2/1/2017,Volleyball,17,0,0
3/1/2017,Volleyball,19,0,0
4/1/2017,Volleyball,19,0,0
5/1/2017,Volleyball,20,0,0
6/1/2017,Volleyball,21,0,0
7/1/2017,Volleyball,23,0,0
8/1/2017,Volleyball,28,59,0
9/1/2017,Volleyball,30,46,0
10/1/2017,Volleyball,23,40,0
11/1/2017,Volleyball,21,36,0
12/1/2017,Volleyball,19,37,0
1/1/2018,Volleyball,17,34,0
2/1/2018,Volleyball,18,41,0
3/1/2018,Volleyball,19,41,0
4/1/2018,Volleyball,19,42,0
5/1/2018,Volleyball,22,48,0
6/1/2018,Volleyball,25,45,0
7/1/2018,Volleyball,16,35,0
8/1/2018,Volleyball,23,65,0
9/1/2018,Volleyball,50,62,1
10/1/2018,Volleyball,40,60,0
11/1/2018,Volleyball,22,38,0
12/1/2018,Volleyball,19,35,0
1/1/2019,Volleyball,16,34,0
2/1/2019,Volleyball,17,41,0
3/1/2019,Volleyball,18,42,0
4/1/2019,Volleyball,18,40,0
5/1/2019,Volleyball,21,50,0
6/1/2019,Volleyball,34,42,0
7/1/2019,Volleyball,23,39,0
8/1/2019,Volleyball,30,48,0
9/1/2019,Volleyball,51,55,0
10/1/2019,Volleyball,39,53,0
11/1/2019,Volleyball,24,42,0
12/1/2019,Volleyball,23,68,0
1/1/2020,Volleyball,23,47,0
2/1/2020,Volleyball,19,41,0
3/1/2020,Volleyball,14,39,0
4/1/2020,Volleyball,12,28,0
5/1/2020,Volleyball,11,26,0
6/1/2020,Volleyball,12,27,0
7/1/2020,Volleyball,12,28,0
8/1/2020,Volleyball,15,30,0
9/1/2020,Volleyball,18,32,0
10/1/2020,Volleyball,16,32,0
11/1/2020,Volleyball,15,33,0
12/1/2020,Volleyball,15,30,0
1/1/2021,Volleyball,13,32,0
2/1/2021,Volleyball,16,35,0
3/1/2021,Volleyball,18,35,0
4/1/2021,Volleyball,18,33,0
5/1/2021,Volleyball,20,35,0
6/1/2021,Volleyball,38,44,0
7/1/2021,Volleyball,48,61,0
8/1/2021,Volleyball,72,89,1
9/1/2021,Volleyball,42,48,0
10/1/2021,Volleyball,24,45,0
11/1/2021,Volleyball,21,37,0
12/1/2021,Volleyball,20,32,0
1/1/2022,Volleyball,15,30,0
2/1/2022,Volleyball,18,34,0
3/1/2022,Volleyball,21,40,0
4/1/2022,Volleyball,21,41,0
5/1/2022,Volleyball,23,66,0
6/1/2022,Volleyball,40,69,0
7/1/2022,Volleyball,37,56,0
8/1/2022,Volleyball,29,52,1
9/1/2022,Volleyball,54,64,0
10/1/2022,Volleyball,55,70,0
11/1/2022,Volleyball,28,49,0
12/1/2022,Volleyball,24,39,0
1/1/2023,Volleyball,19,40,0
2/1/2023,Volleyball,21,47,0
3/1/2023,Volleyball,23,48,0
4/1/2023,Volleyball,23,43,0
5/1/2023,Volleyball,29,75,0
6/1/2023,Volleyball,45,64,0
7/1/2023,Volleyball,39,66,0
8/1/2023,Volleyball,38,69,0
9/1/2023,Volleyball,73,96,0
10/1/2023,Volleyball,46,73,0
11/1/2023,Volleyball,29,56,0
12/1/2023,Volleyball,27,47,0
1/1/2024,Volleyball,21,41,0
2/1/2024,Volleyball,21,49,0
3/1/2024,Volleyball,25,53,0
4/1/2024,Volleyball,25,50,0
5/1/2024,Volleyball,35,68,0
6/1/2024,Volleyball,50,70,0
7/1/2024,Volleyball,44,59,0
8/1/2024,Volleyball,100,100,1
9/1/2024,Volleyball,29,50,0
10/1/2024,Volleyball,28,51,0
11/1/2024,Volleyball,27,49,0
12/1/2024,Volleyball,29,46,0
1/1/2025,Volleyball,21,51,0
2/1/2025,Volleyball,23,51,0
3/1/2025,Volleyball,25,55,0
4/1/2025,Volleyball,26,58,0
1/1/2004,Baseball,32,0,0
2/1/2004,Baseball,41,0,0
3/1/2004,Baseball,56,0,0
4/1/2004,Baseball,72,0,0
5/1/2004,Baseball,66,0,0
6/1/2004,Baseball,65,0,0
7/1/2004,Baseball,56,0,0
8/1/2004,Baseball,53,0,0
9/1/2004,Baseball,38,0,0
10/1/2004,Baseball,51,0,0
11/1/2004,Baseball,25,0,0
12/1/2004,Baseball,26,0,0
1/1/2005,Baseball,30,0,0
2/1/2005,Baseball,40,0,0
3/1/2005,Baseball,51,0,0
4/1/2005,Baseball,68,0,0
5/1/2005,Baseball,67,0,0
6/1/2005,Baseball,69,0,0
7/1/2005,Baseball,55,0,0
8/1/2005,Baseball,44,0,0
9/1/2005,Baseball,35,0,0
10/1/2005,Baseball,38,0,1
11/1/2005,Baseball,24,0,0
12/1/2005,Baseball,26,0,0
1/1/2006,Baseball,30,0,0
2/1/2006,Baseball,40,0,0
3/1/2006,Baseball,71,0,1
4/1/2006,Baseball,63,0,0
5/1/2006,Baseball,62,0,0
6/1/2006,Baseball,62,0,0
7/1/2006,Baseball,53,0,0
8/1/2006,Baseball,42,0,0
9/1/2006,Baseball,31,0,0
10/1/2006,Baseball,34,0,0
11/1/2006,Baseball,21,0,0
12/1/2006,Baseball,21,0,0
1/1/2007,Baseball,23,0,0
2/1/2007,Baseball,33,0,0
3/1/2007,Baseball,45,0,0
4/1/2007,Baseball,61,0,0
5/1/2007,Baseball,55,0,0
6/1/2007,Baseball,60,0,0
7/1/2007,Baseball,49,0,0
8/1/2007,Baseball,41,0,0
9/1/2007,Baseball,32,0,0
10/1/2007,Baseball,34,0,0
11/1/2007,Baseball,21,0,0
12/1/2007,Baseball,21,0,0
1/1/2008,Baseball,22,39,0
2/1/2008,Baseball,29,39,0
3/1/2008,Baseball,44,57,0
4/1/2008,Baseball,55,76,0
5/1/2008,Baseball,56,84,0
6/1/2008,Baseball,52,100,0
7/1/2008,Baseball,45,90,0
8/1/2008,Baseball,40,71,0
9/1/2008,Baseball,26,43,0
10/1/2008,Baseball,25,44,0
11/1/2008,Baseball,17,32,0
12/1/2008,Baseball,18,29,0
1/1/2009,Baseball,22,34,0
2/1/2009,Baseball,28,39,0
3/1/2009,Baseball,51,60,1
4/1/2009,Baseball,48,57,0
5/1/2009,Baseball,52,60,0
6/1/2009,Baseball,48,63,0
7/1/2009,Baseball,42,59,0
8/1/2009,Baseball,37,57,0
9/1/2009,Baseball,27,43,0
10/1/2009,Baseball,29,40,1
11/1/2009,Baseball,22,36,0
12/1/2009,Baseball,17,26,0
1/1/2010,Baseball,20,32,0
2/1/2010,Baseball,23,32,0
3/1/2010,Baseball,35,41,0
4/1/2010,Baseball,49,67,0
5/1/2010,Baseball,50,58,0
6/1/2010,Baseball,52,51,0
7/1/2010,Baseball,38,48,0
8/1/2010,Baseball,35,56,0
9/1/2010,Baseball,27,47,0
10/1/2010,Baseball,30,42,0
11/1/2010,Baseball,19,34,0
12/1/2010,Baseball,17,26,0
1/1/2011,Baseball,20,27,0
2/1/2011,Baseball,25,28,0
3/1/2011,Baseball,37,34,0
4/1/2011,Baseball,50,46,0
5/1/2011,Baseball,50,49,0
6/1/2011,Baseball,51,49,0
7/1/2011,Baseball,38,54,0
8/1/2011,Baseball,34,39,0
9/1/2011,Baseball,29,32,0
10/1/2011,Baseball,31,36,0
11/1/2011,Baseball,19,24,0
12/1/2011,Baseball,18,21,0
1/1/2012,Baseball,20,22,0
2/1/2012,Baseball,25,27,0
3/1/2012,Baseball,37,31,0
4/1/2012,Baseball,51,45,0
5/1/2012,Baseball,54,60,0
6/1/2012,Baseball,54,50,0
7/1/2012,Baseball,40,43,0
8/1/2012,Baseball,33,36,0
9/1/2012,Baseball,27,28,0
10/1/2012,Baseball,32,28,0
11/1/2012,Baseball,18,24,0
12/1/2012,Baseball,17,22,0
1/1/2013,Baseball,21,26,0
2/1/2013,Baseball,27,30,0
3/1/2013,Baseball,49,46,1
4/1/2013,Baseball,55,41,0
5/1/2013,Baseball,52,42,0
6/1/2013,Baseball,56,38,0
7/1/2013,Baseball,41,39,0
8/1/2013,Baseball,39,36,0
9/1/2013,Baseball,30,28,0
10/1/2013,Baseball,32,29,0
11/1/2013,Baseball,18,24,0
12/1/2013,Baseball,17,21,0
1/1/2014,Baseball,20,23,0
2/1/2014,Baseball,25,27,0
3/1/2014,Baseball,37,29,0
4/1/2014,Baseball,54,38,0
5/1/2014,Baseball,57,41,0
6/1/2014,Baseball,50,36,0
7/1/2014,Baseball,42,30,0
8/1/2014,Baseball,39,30,0
9/1/2014,Baseball,28,28,0
10/1/2014,Baseball,30,27,0
11/1/2014,Baseball,18,24,0
12/1/2014,Baseball,16,20,0
1/1/2015,Baseball,18,21,0
2/1/2015,Baseball,24,24,0
3/1/2015,Baseball,35,29,0
4/1/2015,Baseball,49,35,0
5/1/2015,Baseball,51,35,0
6/1/2015,Baseball,49,34,0
7/1/2015,Baseball,37,29,0
8/1/2015,Baseball,37,29,0
9/1/2015,Baseball,29,26,0
10/1/2015,Baseball,34,28,0
11/1/2015,Baseball,23,29,0
12/1/2015,Baseball,15,19,0
1/1/2016,Baseball,18,19,0
2/1/2016,Baseball,25,23,0
3/1/2016,Baseball,35,28,0
4/1/2016,Baseball,50,34,0
5/1/2016,Baseball,56,41,0
6/1/2016,Baseball,48,31,0
7/1/2016,Baseball,36,27,0
8/1/2016,Baseball,30,25,0
9/1/2016,Baseball,29,26,0
10/1/2016,Baseball,33,25,0
11/1/2016,Baseball,26,23,0
12/1/2016,Baseball,20,18,0
1/1/2017,Baseball,23,0,0
2/1/2017,Baseball,33,0,0
3/1/2017,Baseball,64,0,1
4/1/2017,Baseball,72,0,0
5/1/2017,Baseball,72,0,0
6/1/2017,Baseball,71,0,0
7/1/2017,Baseball,76,0,0
8/1/2017,Baseball,72,47,0
9/1/2017,Baseball,52,34,0
10/1/2017,Baseball,54,41,0
11/1/2017,Baseball,30,32,0
12/1/2017,Baseball,20,21,0
1/1/2018,Baseball,24,25,0
2/1/2018,Baseball,31,25,0
3/1/2018,Baseball,50,31,0
4/1/2018,Baseball,69,44,0
5/1/2018,Baseball,72,45,0
6/1/2018,Baseball,75,40,0
7/1/2018,Baseball,69,41,0
8/1/2018,Baseball,77,47,0
9/1/2018,Baseball,46,33,0
10/1/2018,Baseball,47,36,1
11/1/2018,Baseball,26,27,0
12/1/2018,Baseball,21,22,0
1/1/2019,Baseball,22,24,0
2/1/2019,Baseball,31,27,0
3/1/2019,Baseball,57,36,0
4/1/2019,Baseball,69,48,0
5/1/2019,Baseball,78,46,0
6/1/2019,Baseball,80,48,0
7/1/2019,Baseball,79,50,0
8/1/2019,Baseball,75,47,0
9/1/2019,Baseball,52,40,0
10/1/2019,Baseball,49,38,0
11/1/2019,Baseball,28,35,0
12/1/2019,Baseball,20,22,0
1/1/2020,Baseball,23,22,0
2/1/2020,Baseball,34,29,0
3/1/2020,Baseball,26,27,0
4/1/2020,Baseball,17,21,0
5/1/2020,Baseball,20,25,0
6/1/2020,Baseball,28,33,0
7/1/2020,Baseball,43,43,0
8/1/2020,Baseball,41,41,0
9/1/2020,Baseball,43,38,0
10/1/2020,Baseball,42,36,0
11/1/2020,Baseball,24,29,0
12/1/2020,Baseball,18,20,0
1/1/2021,Baseball,18,19,0
2/1/2021,Baseball,24,23,0
3/1/2021,Baseball,42,35,0
4/1/2021,Baseball,58,47,0
5/1/2021,Baseball,66,49,0
6/1/2021,Baseball,67,49,0
7/1/2021,Baseball,57,44,0
8/1/2021,Baseball,60,44,0
9/1/2021,Baseball,48,37,0
10/1/2021,Baseball,54,37,0
11/1/2021,Baseball,29,29,0
12/1/2021,Baseball,20,20,0
1/1/2022,Baseball,19,20,0
2/1/2022,Baseball,26,24,0
3/1/2022,Baseball,45,36,0
4/1/2022,Baseball,66,50,0
5/1/2022,Baseball,68,49,0
6/1/2022,Baseball,72,47,0
7/1/2022,Baseball,64,44,0
8/1/2022,Baseball,66,45,0
9/1/2022,Baseball,49,37,0
10/1/2022,Baseball,49,35,0
11/1/2022,Baseball,24,28,0
12/1/2022,Baseball,19,20,0
1/1/2023,Baseball,23,24,0
2/1/2023,Baseball,31,29,0
3/1/2023,Baseball,100,85,1
4/1/2023,Baseball,73,55,0
5/1/2023,Baseball,74,52,0
6/1/2023,Baseball,81,52,1
7/1/2023,Baseball,70,51,0
8/1/2023,Baseball,69,51,0
9/1/2023,Baseball,48,43,0
10/1/2023,Baseball,46,44,0
11/1/2023,Baseball,30,38,0
12/1/2023,Baseball,22,29,0
1/1/2024,Baseball,22,32,0
2/1/2024,Baseball,33,34,0
3/1/2024,Baseball,49,41,0
4/1/2024,Baseball,62,58,0
5/1/2024,Baseball,71,55,0
6/1/2024,Baseball,70,57,0
7/1/2024,Baseball,59,53,0
8/1/2024,Baseball,55,50,0
9/1/2024,Baseball,45,47,0
10/1/2024,Baseball,45,52,0
11/1/2024,Baseball,36,56,0
12/1/2024,Baseball,22,29,0
1/1/2025,Baseball,23,33,0
2/1/2025,Baseball,37,40,0
3/1/2025,Baseball,58,46,0
4/1/2025,Baseball,68,56,0
1/1/2004,Field Hockey,66,0,0
2/1/2004,Field Hockey,67,0,0
3/1/2004,Field Hockey,70,0,0
4/1/2004,Field Hockey,67,0,0
5/1/2004,Field Hockey,56,0,0
6/1/2004,Field Hockey,46,0,0
7/1/2004,Field Hockey,36,0,0
8/1/2004,Field Hockey,71,0,0
9/1/2004,Field Hockey,73,0,1
10/1/2004,Field Hockey,61,0,0
11/1/2004,Field Hockey,62,0,0
12/1/2004,Field Hockey,55,0,0
1/1/2005,Field Hockey,56,0,0
2/1/2005,Field Hockey,59,0,0
3/1/2005,Field Hockey,55,0,0
4/1/2005,Field Hockey,51,0,0
5/1/2005,Field Hockey,47,0,0
6/1/2005,Field Hockey,33,0,0
7/1/2005,Field Hockey,31,0,0
8/1/2005,Field Hockey,48,0,0
9/1/2005,Field Hockey,61,0,0
10/1/2005,Field Hockey,70,0,0
11/1/2005,Field Hockey,67,0,0
12/1/2005,Field Hockey,61,0,0
1/1/2006,Field Hockey,64,0,0
