Date,Sport,Google_Trends_Popularity,YouTube_Views_Score,Major_Event
6/1/2006,Golf,76,0,0
7/1/2006,Golf,82,0,0
8/1/2006,Golf,76,0,0
9/1/2006,Golf,60,0,0
10/1/2006,Golf,48,0,0
11/1/2006,Golf,38,0,0
12/1/2006,Golf,36,0,0
1/1/2007,Golf,36,0,0
2/1/2007,Golf,40,0,0
3/1/2007,Golf,48,0,0
4/1/2007,Golf,64,0,0
5/1/2007,Golf,61,0,0
6/1/2007,Golf,74,0,0
7/1/2007,Golf,74,0,0
8/1/2007,Golf,65,0,0
9/1/2007,Golf,49,0,0
10/1/2007,Golf,41,0,0
11/1/2007,Golf,32,0,0
12/1/2007,Golf,31,0,0
1/1/2008,Golf,35,54,0
2/1/2008,Golf,38,64,0
3/1/2008,Golf,42,66,0
4/1/2008,Golf,54,79,1
5/1/2008,Golf,55,81,0
6/1/2008,Golf,71,98,0
7/1/2008,Golf,64,100,0
8/1/2008,Golf,55,88,0
9/1/2008,Golf,41,68,0
10/1/2008,Golf,33,59,0
11/1/2008,Golf,26,49,0
12/1/2008,Golf,26,47,0
1/1/2009,Golf,27,50,0
2/1/2009,Golf,30,55,0
3/1/2009,Golf,38,71,0
4/1/2009,Golf,50,86,1
5/1/2009,Golf,50,81,0
6/1/2009,Golf,59,81,0
7/1/2009,Golf,55,90,0
8/1/2009,Golf,51,86,0
9/1/2009,Golf,39,67,0
10/1/2009,Golf,30,54,0
11/1/2009,Golf,26,47,0
12/1/2009,Golf,24,43,0
1/1/2010,Golf,23,46,0
2/1/2010,Golf,26,44,0
3/1/2010,Golf,31,52,0
4/1/2010,Golf,46,74,0
5/1/2010,Golf,41,67,0
6/1/2010,Golf,47,65,0
7/1/2010,Golf,52,67,0
8/1/2010,Golf,47,68,0
9/1/2010,Golf,34,57,0
10/1/2010,Golf,26,52,0
11/1/2010,Golf,23,41,0
12/1/2010,Golf,22,37,0
1/1/2011,Golf,23,41,0
2/1/2011,Golf,26,43,0
3/1/2011,Golf,29,45,0
4/1/2011,Golf,43,62,0
5/1/2011,Golf,39,62,0
6/1/2011,Golf,51,67,0
7/1/2011,Golf,47,62,0
8/1/2011,Golf,40,61,0
9/1/2011,Golf,31,44,0
10/1/2011,Golf,24,39,0
11/1/2011,Golf,22,35,0
12/1/2011,Golf,21,38,0
1/1/2012,Golf,23,36,0
2/1/2012,Golf,25,37,0
3/1/2012,Golf,32,47,0
4/1/2012,Golf,39,59,1
5/1/2012,Golf,37,51,0
6/1/2012,Golf,46,57,0
7/1/2012,Golf,42,54,0
8/1/2012,Golf,37,47,0
9/1/2012,Golf,32,42,0
10/1/2012,Golf,24,37,0
11/1/2012,Golf,20,33,0
12/1/2012,Golf,19,30,0
1/1/2013,Golf,21,39,0
2/1/2013,Golf,23,39,0
3/1/2013,Golf,28,44,0
4/1/2013,Golf,38,53,1
5/1/2013,Golf,35,51,0
6/1/2013,Golf,43,54,0
7/1/2013,Golf,40,53,0
8/1/2013,Golf,37,54,0
9/1/2013,Golf,27,42,0
10/1/2013,Golf,23,38,0
11/1/2013,Golf,19,34,0
12/1/2013,Golf,18,29,0
1/1/2014,Golf,20,33,0
2/1/2014,Golf,21,35,0
3/1/2014,Golf,25,39,0
4/1/2014,Golf,32,50,0
5/1/2014,Golf,32,48,0
6/1/2014,Golf,37,49,0
7/1/2014,Golf,36,50,0
8/1/2014,Golf,35,52,0
9/1/2014,Golf,27,46,0
10/1/2014,Golf,21,37,0
11/1/2014,Golf,18,32,0
12/1/2014,Golf,17,30,0
1/1/2015,Golf,18,34,0
2/1/2015,Golf,20,36,0
3/1/2015,Golf,23,41,0
4/1/2015,Golf,34,50,0
5/1/2015,Golf,32,50,0
6/1/2015,Golf,39,51,0
7/1/2015,Golf,38,52,0
8/1/2015,Golf,34,50,0
9/1/2015,Golf,26,44,0
10/1/2015,Golf,20,35,0
11/1/2015,Golf,17,30,0
12/1/2015,Golf,16,29,0
1/1/2016,Golf,16,31,0
2/1/2016,Golf,20,34,0
3/1/2016,Golf,25,39,0
4/1/2016,Golf,31,52,0
5/1/2016,Golf,30,50,0
6/1/2016,Golf,35,56,0
7/1/2016,Golf,34,53,0
8/1/2016,Golf,36,50,1
9/1/2016,Golf,25,43,0
10/1/2016,Golf,21,36,0
11/1/2016,Golf,20,33,0
12/1/2016,Golf,18,33,0
1/1/2017,Golf,23,0,0
2/1/2017,Golf,31,0,0
3/1/2017,Golf,35,0,0
4/1/2017,Golf,47,0,0
5/1/2017,Golf,48,0,1
6/1/2017,Golf,56,0,0
7/1/2017,Golf,58,0,0
8/1/2017,Golf,53,52,0
9/1/2017,Golf,44,47,0
10/1/2017,Golf,35,43,0
11/1/2017,Golf,29,40,0
12/1/2017,Golf,27,34,0
1/1/2018,Golf,28,39,0
2/1/2018,Golf,29,38,0
3/1/2018,Golf,32,43,0
4/1/2018,Golf,39,51,0
5/1/2018,Golf,39,49,0
6/1/2018,Golf,44,51,0
7/1/2018,Golf,44,57,0
8/1/2018,Golf,44,63,0
9/1/2018,Golf,37,48,0
10/1/2018,Golf,25,38,0
11/1/2018,Golf,24,34,0
12/1/2018,Golf,20,31,0
1/1/2019,Golf,21,33,0
2/1/2019,Golf,24,36,0
3/1/2019,Golf,30,39,0
4/1/2019,Golf,38,44,0
5/1/2019,Golf,37,48,0
6/1/2019,Golf,45,48,0
7/1/2019,Golf,42,51,0
8/1/2019,Golf,39,46,0
9/1/2019,Golf,31,41,0
10/1/2019,Golf,26,38,0
11/1/2019,Golf,25,35,0
12/1/2019,Golf,22,34,0
1/1/2020,Golf,24,36,0
2/1/2020,Golf,24,38,0
3/1/2020,Golf,22,35,0
4/1/2020,Golf,22,37,0
5/1/2020,Golf,33,48,0
6/1/2020,Golf,39,58,0
7/1/2020,Golf,39,59,0
8/1/2020,Golf,42,62,1
9/1/2020,Golf,40,62,0
10/1/2020,Golf,30,54,0
11/1/2020,Golf,32,56,0
12/1/2020,Golf,26,49,0
1/1/2021,Golf,22,48,0
2/1/2021,Golf,25,46,0
3/1/2021,Golf,31,52,0
4/1/2021,Golf,40,65,0
5/1/2021,Golf,42,64,0
6/1/2021,Golf,44,67,0
7/1/2021,Golf,44,65,0
8/1/2021,Golf,42,63,0
9/1/2021,Golf,34,61,0
10/1/2021,Golf,30,58,0
11/1/2021,Golf,26,47,0
12/1/2021,Golf,23,42,0
1/1/2022,Golf,22,48,0
2/1/2022,Golf,23,50,0
3/1/2022,Golf,26,56,0
4/1/2022,Golf,35,62,0
5/1/2022,Golf,33,63,0
6/1/2022,Golf,42,79,0
7/1/2022,Golf,41,78,0
8/1/2022,Golf,36,68,0
9/1/2022,Golf,30,67,0
10/1/2022,Golf,25,61,0
11/1/2022,Golf,21,52,0
12/1/2022,Golf,18,43,0
1/1/2023,Golf,21,49,0
2/1/2023,Golf,24,52,0
3/1/2023,Golf,33,57,0
4/1/2023,Golf,46,66,1
5/1/2023,Golf,43,65,0
6/1/2023,Golf,53,70,1
7/1/2023,Golf,49,67,0
8/1/2023,Golf,43,64,0
9/1/2023,Golf,37,57,0
10/1/2023,Golf,31,50,0
11/1/2023,Golf,28,49,0
12/1/2023,Golf,24,45,0
1/1/2024,Golf,21,46,0
2/1/2024,Golf,23,46,0
3/1/2024,Golf,31,55,0
4/1/2024,Golf,42,62,0
5/1/2024,Golf,41,65,0
6/1/2024,Golf,53,69,0
7/1/2024,Golf,45,64,0
8/1/2024,Golf,47,64,0
9/1/2024,Golf,33,60,0
10/1/2024,Golf,28,51,0
11/1/2024,Golf,26,49,0
12/1/2024,Golf,24,46,0
1/1/2025,Golf,24,49,0
2/1/2025,Golf,26,50,0
3/1/2025,Golf,34,56,0
4/1/2025,Golf,44,69,0
1/1/2004,Boxing,40,0,0
2/1/2004,Boxing,38,0,0
3/1/2004,Boxing,39,0,0
4/1/2004,Boxing,45,0,0
5/1/2004,Boxing,45,0,1
6/1/2004,Boxing,36,0,0
7/1/2004,Boxing,39,0,0
8/1/2004,Boxing,46,0,1
9/1/2004,Boxing,45,0,0
10/1/2004,Boxing,39,0,0
11/1/2004,Boxing,38,0,0
12/1/2004,Boxing,41,0,1
1/1/2005,Boxing,37,0,0
2/1/2005,Boxing,41,0,0
3/1/2005,Boxing,48,0,0
4/1/2005,Boxing,45,0,0
5/1/2005,Boxing,49,0,0
6/1/2005,Boxing,52,0,0
7/1/2005,Boxing,42,0,0
8/1/2005,Boxing,37,0,0
9/1/2005,Boxing,44,0,0
10/1/2005,Boxing,43,0,0
11/1/2005,Boxing,41,0,0
12/1/2005,Boxing,44,0,0
1/1/2006,Boxing,46,0,0
2/1/2006,Boxing,42,0,0
3/1/2006,Boxing,44,0,0
4/1/2006,Boxing,41,0,0
5/1/2006,Boxing,43,0,0
6/1/2006,Boxing,37,0,0
7/1/2006,Boxing,37,0,0
8/1/2006,Boxing,38,0,0
9/1/2006,Boxing,40,0,0
10/1/2006,Boxing,40,0,0
11/1/2006,Boxing,45,0,0
12/1/2006,Boxing,38,0,0
1/1/2007,Boxing,41,0,0
2/1/2007,Boxing,38,0,0
3/1/2007,Boxing,41,0,0
4/1/2007,Boxing,40,0,0
5/1/2007,Boxing,45,0,0
6/1/2007,Boxing,39,0,0
7/1/2007,Boxing,39,0,0
8/1/2007,Boxing,33,0,0
9/1/2007,Boxing,35,0,0
10/1/2007,Boxing,44,0,0
11/1/2007,Boxing,39,0,0
12/1/2007,Boxing,51,0,0
1/1/2008,Boxing,36,96,0
2/1/2008,Boxing,39,92,0
3/1/2008,Boxing,40,95,0
4/1/2008,Boxing,36,100,0
5/1/2008,Boxing,34,87,0
6/1/2008,Boxing,35,82,0
7/1/2008,Boxing,36,87,0
8/1/2008,Boxing,47,91,1
9/1/2008,Boxing,35,92,0
10/1/2008,Boxing,37,81,0
11/1/2008,Boxing,40,84,0
12/1/2008,Boxing,48,95,0
1/1/2009,Boxing,35,80,0
2/1/2009,Boxing,35,75,0
3/1/2009,Boxing,39,84,0
4/1/2009,Boxing,34,76,0
5/1/2009,Boxing,44,92,0
6/1/2009,Boxing,37,77,0
7/1/2009,Boxing,36,74,0
8/1/2009,Boxing,35,68,0
9/1/2009,Boxing,44,81,0
10/1/2009,Boxing,39,78,0
11/1/2009,Boxing,58,94,0
12/1/2009,Boxing,42,83,0
1/1/2010,Boxing,35,71,0
2/1/2010,Boxing,36,71,0
3/1/2010,Boxing,41,74,0
4/1/2010,Boxing,40,73,0
5/1/2010,Boxing,42,74,0
6/1/2010,Boxing,30,56,0
7/1/2010,Boxing,29,55,0
8/1/2010,Boxing,32,57,0
9/1/2010,Boxing,36,64,0
10/1/2010,Boxing,39,67,0
11/1/2010,Boxing,53,79,0
12/1/2010,Boxing,38,66,0
1/1/2011,Boxing,34,58,0
2/1/2011,Boxing,35,63,0
3/1/2011,Boxing,39,64,0
4/1/2011,Boxing,39,63,0
5/1/2011,Boxing,44,62,0
6/1/2011,Boxing,35,61,0
7/1/2011,Boxing,42,58,0
8/1/2011,Boxing,32,55,0
9/1/2011,Boxing,47,65,0
10/1/2011,Boxing,37,61,0
11/1/2011,Boxing,50,66,0
12/1/2011,Boxing,43,61,0
1/1/2012,Boxing,35,56,0
2/1/2012,Boxing,46,66,0
3/1/2012,Boxing,40,57,0
4/1/2012,Boxing,36,56,0
5/1/2012,Boxing,40,55,0
6/1/2012,Boxing,44,53,0
7/1/2012,Boxing,50,58,0
8/1/2012,Boxing,58,67,1
9/1/2012,Boxing,45,54,0
10/1/2012,Boxing,36,51,0
11/1/2012,Boxing,44,53,0
12/1/2012,Boxing,48,66,0
1/1/2013,Boxing,37,54,0
2/1/2013,Boxing,38,53,0
3/1/2013,Boxing,35,49,0
4/1/2013,Boxing,40,53,0
5/1/2013,Boxing,44,53,0
6/1/2013,Boxing,34,47,0
7/1/2013,Boxing,35,47,0
8/1/2013,Boxing,35,46,0
9/1/2013,Boxing,51,52,0
10/1/2013,Boxing,44,53,0
11/1/2013,Boxing,45,56,0
12/1/2013,Boxing,41,52,0
1/1/2014,Boxing,36,48,0
2/1/2014,Boxing,36,48,0
3/1/2014,Boxing,37,44,0
4/1/2014,Boxing,45,50,0
5/1/2014,Boxing,46,51,0
6/1/2014,Boxing,35,45,0
7/1/2014,Boxing,32,41,0
8/1/2014,Boxing,34,43,0
9/1/2014,Boxing,40,48,0
10/1/2014,Boxing,36,53,0
11/1/2014,Boxing,48,56,1
12/1/2014,Boxing,38,49,0
1/1/2015,Boxing,36,46,0
2/1/2015,Boxing,37,45,0
3/1/2015,Boxing,40,51,0
4/1/2015,Boxing,49,54,0
5/1/2015,Boxing,94,78,0
6/1/2015,Boxing,35,44,0
7/1/2015,Boxing,35,43,0
8/1/2015,Boxing,37,48,0
9/1/2015,Boxing,43,47,0
10/1/2015,Boxing,40,48,0
11/1/2015,Boxing,52,50,0
12/1/2015,Boxing,44,49,0
1/1/2016,Boxing,39,49,0
2/1/2016,Boxing,40,46,0
3/1/2016,Boxing,39,47,0
4/1/2016,Boxing,47,49,0
5/1/2016,Boxing,46,48,0
6/1/2016,Boxing,42,46,0
7/1/2016,Boxing,37,42,0
8/1/2016,Boxing,54,51,1
9/1/2016,Boxing,46,46,0
10/1/2016,Boxing,35,41,0
11/1/2016,Boxing,46,45,0
12/1/2016,Boxing,50,47,0
1/1/2017,Boxing,43,0,0
2/1/2017,Boxing,47,0,0
3/1/2017,Boxing,50,0,0
4/1/2017,Boxing,61,0,0
5/1/2017,Boxing,54,0,0
6/1/2017,Boxing,51,0,0
7/1/2017,Boxing,53,0,0
8/1/2017,Boxing,91,72,0
9/1/2017,Boxing,58,54,0
10/1/2017,Boxing,49,46,0
11/1/2017,Boxing,43,46,0
12/1/2017,Boxing,44,41,0
1/1/2018,Boxing,40,40,0
2/1/2018,Boxing,51,54,0
3/1/2018,Boxing,64,64,0
4/1/2018,Boxing,58,67,0
5/1/2018,Boxing,56,59,0
6/1/2018,Boxing,50,55,0
7/1/2018,Boxing,54,65,0
8/1/2018,Boxing,56,63,0
9/1/2018,Boxing,72,68,0
10/1/2018,Boxing,61,71,0
11/1/2018,Boxing,58,58,0
12/1/2018,Boxing,74,77,0
1/1/2019,Boxing,63,79,0
2/1/2019,Boxing,54,66,0
3/1/2019,Boxing,52,58,0
4/1/2019,Boxing,50,62,0
5/1/2019,Boxing,55,66,0
6/1/2019,Boxing,71,79,0
7/1/2019,Boxing,67,86,0
8/1/2019,Boxing,52,68,0
9/1/2019,Boxing,60,65,0
10/1/2019,Boxing,54,67,0
11/1/2019,Boxing,71,86,0
12/1/2019,Boxing,74,75,0
1/1/2020,Boxing,65,72,0
2/1/2020,Boxing,74,80,0
3/1/2020,Boxing,42,61,0
4/1/2020,Boxing,34,51,0
5/1/2020,Boxing,35,50,0
6/1/2020,Boxing,31,42,0
7/1/2020,Boxing,29,34,0
8/1/2020,Boxing,34,38,1
9/1/2020,Boxing,34,36,0
10/1/2020,Boxing,40,37,0
11/1/2020,Boxing,47,44,0
12/1/2020,Boxing,45,41,0
1/1/2021,Boxing,33,38,0
2/1/2021,Boxing,35,37,0
3/1/2021,Boxing,34,37,0
4/1/2021,Boxing,35,41,0
5/1/2021,Boxing,44,48,0
6/1/2021,Boxing,48,57,0
7/1/2021,Boxing,46,45,0
8/1/2021,Boxing,56,50,0
9/1/2021,Boxing,45,43,0
10/1/2021,Boxing,44,44,0
11/1/2021,Boxing,42,43,0
12/1/2021,Boxing,40,42,0
1/1/2022,Boxing,32,37,0
2/1/2022,Boxing,36,40,0
3/1/2022,Boxing,35,41,0
4/1/2022,Boxing,42,42,0
5/1/2022,Boxing,44,48,0
6/1/2022,Boxing,37,46,0
7/1/2022,Boxing,34,40,0
8/1/2022,Boxing,42,44,0
9/1/2022,Boxing,41,44,0
10/1/2022,Boxing,36,40,0
11/1/2022,Boxing,33,40,0
12/1/2022,Boxing,34,38,0
1/1/2023,Boxing,36,38,0
2/1/2023,Boxing,38,40,0
3/1/2023,Boxing,41,44,0
4/1/2023,Boxing,48,51,0
5/1/2023,Boxing,42,49,0
6/1/2023,Boxing,37,43,0
7/1/2023,Boxing,47,50,1
8/1/2023,Boxing,44,46,0
9/1/2023,Boxing,42,43,0
10/1/2023,Boxing,50,51,0
11/1/2023,Boxing,40,48,0
12/1/2023,Boxing,43,48,0
1/1/2024,Boxing,36,39,0
2/1/2024,Boxing,37,42,0
3/1/2024,Boxing,47,48,0
4/1/2024,Boxing,41,46,0
5/1/2024,Boxing,56,54,0
6/1/2024,Boxing,41,46,0
7/1/2024,Boxing,45,46,0
8/1/2024,Boxing,100,66,0
9/1/2024,Boxing,47,46,0
10/1/2024,Boxing,42,45,0
11/1/2024,Boxing,66,55,0
12/1/2024,Boxing,48,49,0
1/1/2025,Boxing,35,39,0
2/1/2025,Boxing,44,40,0
3/1/2025,Boxing,38,40,0
4/1/2025,Boxing,37,40,0
1/1/2004,Handball,25,0,0
2/1/2004,Handball,20,0,0
3/1/2004,Handball,20,0,0
4/1/2004,Handball,19,0,0
5/1/2004,Handball,20,0,0
6/1/2004,Handball,15,0,0
7/1/2004,Handball,11,0,0
8/1/2004,Handball,25,0,0
9/1/2004,Handball,24,0,0
10/1/2004,Handball,23,0,0
11/1/2004,Handball,25,0,0
12/1/2004,Handball,24,0,0
1/1/2005,Handball,27,0,1
2/1/2005,Handball,29,0,0
3/1/2005,Handball,23,0,0
4/1/2005,Handball,23,0,0
5/1/2005,Handball,22,0,0
6/1/2005,Handball,17,0,0
7/1/2005,Handball,12,0,0
8/1/2005,Handball,17,0,0
9/1/2005,Handball,23,0,0
10/1/2005,Handball,24,0,0
11/1/2005,Handball,26,0,0
12/1/2005,Handball,26,0,0
1/1/2006,Handball,26,0,0
2/1/2006,Handball,26,0,0
3/1/2006,Handball,24,0,0
4/1/2006,Handball,22,0,0
5/1/2006,Handball,22,0,0
6/1/2006,Handball,15,0,0
7/1/2006,Handball,12,0,0
8/1/2006,Handball,17,0,1
9/1/2006,Handball,24,0,0
10/1/2006,Handball,27,0,0
11/1/2006,Handball,26,0,0
12/1/2006,Handball,26,0,0
1/1/2007,Handball,57,0,1
2/1/2007,Handball,47,0,0
3/1/2007,Handball,25,0,0
4/1/2007,Handball,22,0,0
5/1/2007,Handball,20,0,0
6/1/2007,Handball,18,0,0
7/1/2007,Handball,13,0,0
8/1/2007,Handball,17,0,0
9/1/2007,Handball,23,0,0
10/1/2007,Handball,23,0,0
11/1/2007,Handball,25,0,0
12/1/2007,Handball,27,0,0
1/1/2008,Handball,39,55,0
2/1/2008,Handball,21,36,0
3/1/2008,Handball,21,30,0
4/1/2008,Handball,21,32,0
5/1/2008,Handball,18,32,0
6/1/2008,Handball,16,29,0
7/1/2008,Handball,12,22,0
8/1/2008,Handball,24,44,0
9/1/2008,Handball,21,25,0
10/1/2008,Handball,20,25,0
11/1/2008,Handball,22,26,0
12/1/2008,Handball,22,26,0
1/1/2009,Handball,52,70,1
2/1/2009,Handball,26,39,0
3/1/2009,Handball,23,29,0
4/1/2009,Handball,18,24,0
5/1/2009,Handball,19,25,0
6/1/2009,Handball,17,22,0
7/1/2009,Handball,11,18,0
8/1/2009,Handball,15,19,0
9/1/2009,Handball,23,21,0
10/1/2009,Handball,22,25,0
11/1/2009,Handball,26,100,0
12/1/2009,Handball,24,27,0
1/1/2010,Handball,43,49,0
2/1/2010,Handball,24,33,0
3/1/2010,Handball,22,21,0
4/1/2010,Handball,19,24,0
5/1/2010,Handball,21,22,0
6/1/2010,Handball,15,32,0
7/1/2010,Handball,10,25,0
8/1/2010,Handball,15,17,0
9/1/2010,Handball,20,20,0
10/1/2010,Handball,21,20,0
11/1/2010,Handball,22,20,0
12/1/2010,Handball,23,21,0
1/1/2011,Handball,60,50,1
2/1/2011,Handball,21,34,0
3/1/2011,Handball,20,19,0
4/1/2011,Handball,19,19,0
5/1/2011,Handball,18,20,0
6/1/2011,Handball,13,17,0
7/1/2011,Handball,10,18,0
8/1/2011,Handball,13,16,0
9/1/2011,Handball,19,18,0
10/1/2011,Handball,20,25,0
11/1/2011,Handball,20,22,0
12/1/2011,Handball,24,21,0
1/1/2012,Handball,43,52,0
2/1/2012,Handball,17,24,0
3/1/2012,Handball,18,18,0
4/1/2012,Handball,17,17,0
5/1/2012,Handball,17,17,0
6/1/2012,Handball,12,16,0
7/1/2012,Handball,14,17,0
8/1/2012,Handball,26,31,1
9/1/2012,Handball,19,17,0
10/1/2012,Handball,19,16,0
11/1/2012,Handball,18,16,0
12/1/2012,Handball,19,18,0
1/1/2013,Handball,43,42,1
2/1/2013,Handball,16,17,0
3/1/2013,Handball,17,16,0
4/1/2013,Handball,17,19,0
5/1/2013,Handball,14,19,0
6/1/2013,Handball,12,17,0
7/1/2013,Handball,9,12,0
8/1/2013,Handball,11,12,0
9/1/2013,Handball,16,13,0
10/1/2013,Handball,16,16,0
11/1/2013,Handball,16,16,0
12/1/2013,Handball,23,28,0
1/1/2014,Handball,32,37,0
2/1/2014,Handball,14,17,0
3/1/2014,Handball,14,16,0
4/1/2014,Handball,14,16,0
5/1/2014,Handball,15,15,0
6/1/2014,Handball,11,18,0
7/1/2014,Handball,9,15,0
8/1/2014,Handball,10,12,0
9/1/2014,Handball,15,14,0
10/1/2014,Handball,14,16,0
11/1/2014,Handball,17,16,0
12/1/2014,Handball,19,17,0
1/1/2015,Handball,52,39,1
2/1/2015,Handball,23,27,0
3/1/2015,Handball,15,15,0
4/1/2015,Handball,14,15,0
5/1/2015,Handball,14,14,0
6/1/2015,Handball,10,14,0
7/1/2015,Handball,8,12,0
8/1/2015,Handball,10,12,0
9/1/2015,Handball,15,14,0
10/1/2015,Handball,15,14,0
11/1/2015,Handball,16,16,0
12/1/2015,Handball,26,23,0
1/1/2016,Handball,59,37,0
2/1/2016,Handball,15,21,0
3/1/2016,Handball,14,15,0
4/1/2016,Handball,16,16,0
5/1/2016,Handball,15,15,0
6/1/2016,Handball,10,17,0
7/1/2016,Handball,8,13,0
8/1/2016,Handball,33,31,0
9/1/2016,Handball,14,14,0
10/1/2016,Handball,14,15,0
11/1/2016,Handball,15,15,0
12/1/2016,Handball,20,15,0
1/1/2017,Handball,64,0,1
2/1/2017,Handball,12,0,0
3/1/2017,Handball,14,0,0
4/1/2017,Handball,14,0,0
5/1/2017,Handball,13,0,0
6/1/2017,Handball,11,0,0
7/1/2017,Handball,8,0,0
8/1/2017,Handball,9,11,0
9/1/2017,Handball,14,12,0
10/1/2017,Handball,15,14,0
11/1/2017,Handball,16,14,0
12/1/2017,Handball,28,16,0
1/1/2018,Handball,45,22,0
2/1/2018,Handball,13,11,0
3/1/2018,Handball,15,12,0
4/1/2018,Handball,13,11,0
5/1/2018,Handball,14,13,0
6/1/2018,Handball,10,13,0
7/1/2018,Handball,8,11,0
8/1/2018,Handball,9,11,0
9/1/2018,Handball,14,12,0
10/1/2018,Handball,15,12,0
11/1/2018,Handball,17,11,0
12/1/2018,Handball,27,12,0
1/1/2019,Handball,100,22,1
2/1/2019,Handball,14,10,0
3/1/2019,Handball,15,11,0
4/1/2019,Handball,14,12,0
5/1/2019,Handball,13,10,0
6/1/2019,Handball,11,10,0
7/1/2019,Handball,9,10,0
8/1/2019,Handball,12,12,0
9/1/2019,Handball,15,10,0
10/1/2019,Handball,15,11,0
11/1/2019,Handball,17,13,0
12/1/2019,Handball,26,13,0
1/1/2020,Handball,58,22,0
2/1/2020,Handball,14,10,0
3/1/2020,Handball,10,7,0
4/1/2020,Handball,6,5,0
5/1/2020,Handball,6,5,0
6/1/2020,Handball,6,5,0
7/1/2020,Handball,5,5,0
8/1/2020,Handball,6,5,0
9/1/2020,Handball,10,7,0
10/1/2020,Handball,11,7,0
11/1/2020,Handball,10,7,0
12/1/2020,Handball,22,8,0
1/1/2021,Handball,55,24,1
2/1/2021,Handball,10,7,0
3/1/2021,Handball,13,8,0
4/1/2021,Handball,10,7,0
5/1/2021,Handball,11,7,0
6/1/2021,Handball,10,7,0
7/1/2021,Handball,17,11,0
8/1/2021,Handball,18,10,0
9/1/2021,Handball,12,7,0
10/1/2021,Handball,14,9,0
11/1/2021,Handball,13,9,0
12/1/2021,Handball,23,9,0
1/1/2022,Handball,44,12,0
2/1/2022,Handball,12,8,0
3/1/2022,Handball,12,9,0
4/1/2022,Handball,13,10,0
5/1/2022,Handball,13,10,0
6/1/2022,Handball,10,9,0
7/1/2022,Handball,8,9,0
8/1/2022,Handball,8,9,0
9/1/2022,Handball,13,10,0
10/1/2022,Handball,14,11,0
11/1/2022,Handball,20,12,0
12/1/2022,Handball,12,11,0
1/1/2023,Handball,73,17,1
2/1/2023,Handball,13,9,0
3/1/2023,Handball,14,9,0
4/1/2023,Handball,14,10,0
5/1/2023,Handball,13,10,0
6/1/2023,Handball,12,11,0
7/1/2023,Handball,8,8,0
8/1/2023,Handball,10,10,0
9/1/2023,Handball,14,11,0
10/1/2023,Handball,15,11,0
11/1/2023,Handball,17,12,0
12/1/2023,Handball,28,12,0
1/1/2024,Handball,76,19,0
2/1/2024,Handball,14,10,0
3/1/2024,Handball,15,11,0
4/1/2024,Handball,14,13,0
5/1/2024,Handball,13,11,0
6/1/2024,Handball,10,10,0
7/1/2024,Handball,21,15,0
8/1/2024,Handball,42,16,0
9/1/2024,Handball,13,10,0
10/1/2024,Handball,13,11,0
11/1/2024,Handball,15,11,0
12/1/2024,Handball,19,10,0
1/1/2025,Handball,58,19,0
2/1/2025,Handball,18,11,0
3/1/2025,Handball,13,10,0
4/1/2025,Handball,12,11,0
1/1/2004,Table Tennis,22,0,0
2/1/2004,Table Tennis,22,0,0
3/1/2004,Table Tennis,25,0,0
4/1/2004,Table Tennis,24,0,0
5/1/2004,Table Tennis,23,0,0
6/1/2004,Table Tennis,24,0,0
7/1/2004,Table Tennis,22,0,0
8/1/2004,Table Tennis,47,0,1
9/1/2004,Table Tennis,28,0,0
10/1/2004,Table Tennis,24,0,0
11/1/2004,Table Tennis,26,0,0
12/1/2004,Table Tennis,24,0,0
1/1/2005,Table Tennis,22,0,0
2/1/2005,Table Tennis,20,0,0
3/1/2005,Table Tennis,22,0,0
4/1/2005,Table Tennis,24,0,0
5/1/2005,Table Tennis,29,0,0
6/1/2005,Table Tennis,22,0,0
7/1/2005,Table Tennis,21,0,0
8/1/2005,Table Tennis,19,0,0
9/1/2005,Table Tennis,22,0,0
10/1/2005,Table Tennis,22,0,0
11/1/2005,Table Tennis,24,0,0
12/1/2005,Table Tennis,23,0,0
1/1/2006,Table Tennis,21,0,0
2/1/2006,Table Tennis,20,0,0
3/1/2006,Table Tennis,22,0,0
4/1/2006,Table Tennis,23,0,0
5/1/2006,Table Tennis,23,0,0
6/1/2006,Table Tennis,20,0,1
7/1/2006,Table Tennis,18,0,0
8/1/2006,Table Tennis,17,0,0
9/1/2006,Table Tennis,19,0,0
10/1/2006,Table Tennis,20,0,0
11/1/2006,Table Tennis,20,0,0
12/1/2006,Table Tennis,20,0,0
1/1/2007,Table Tennis,20,0,0
2/1/2007,Table Tennis,18,0,0
3/1/2007,Table Tennis,20,0,0
4/1/2007,Table Tennis,17,0,0
5/1/2007,Table Tennis,24,0,0
6/1/2007,Table Tennis,20,0,0
7/1/2007,Table Tennis,18,0,0
8/1/2007,Table Tennis,16,0,0
9/1/2007,Table Tennis,18,0,0
10/1/2007,Table Tennis,18,0,0
11/1/2007,Table Tennis,21,0,0
12/1/2007,Table Tennis,20,0,0
1/1/2008,Table Tennis,20,19,0
2/1/2008,Table Tennis,22,16,0
3/1/2008,Table Tennis,22,17,0
4/1/2008,Table Tennis,18,15,0
5/1/2008,Table Tennis,21,15,0
6/1/2008,Table Tennis,20,15,0
7/1/2008,Table Tennis,19,20,0
8/1/2008,Table Tennis,69,100,1
9/1/2008,Table Tennis,24,34,0
